Course_Code,Course_Name,Content_Type,Content_ID,Title,Duration_Min,✓_Exit_Ticket,✓_Quiz,✓_Submission,Exit_Ticket_Desc,Exit_Ticket_Link,Quiz_Desc,Quiz_Link,Submission_Desc,Submission_Link,File_Name,Source_URL,Keywords,Total_Links
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Project,2,Titanic Survivors Classification Project,240,✓,,✓,Exit Ticket 3: Machine Learning,https://forms.gle/w2obviLWxFgMwrw48,,,Submit Activity - Lesson 2,https://forms.gle/41FuJRxs8kg8o8c27,Project 02- Titanic Survivors Classification.mdx,/paid-courses/ai-2/project/2,"titanic, survivors, classification, project",4
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Project,3,Mall Customer Segmentation Project,240,✓,,✓,Exit Ticket 5: Machine Learning Process,https://forms.gle/kSZFKSi1NnsHuEao6,,,Submit Activity - Lesson 3,https://forms.gle/41FuJRxs8kg8o8c27,Project 03- Mall Customer Segmentation.mdx,/paid-courses/ai-2/project/3,"mall, customer, segmentation, project",3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Project,4,Chatbot Project Part 1,240,✓,,✓,Exit Ticket 7: Regression,https://forms.gle/aYHFpTeHV8R66Vim9,,,Submit Activity - Lesson 4,https://forms.gle/41FuJRxs8kg8o8c27,Project 04- Chatbot.mdx,/paid-courses/ai-2/project/4,"chatbot, project, part",3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Project,5,Face Detection Project Part 1 - Image Detection,240,,,✓,,,,,Submit Activity - Lesson 5,https://forms.gle/ynKFsTNGwHV4dp2s9,Project 05- Face Detector.mdx,/paid-courses/ai-2/project/5,"face, detection, project, part, image",3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Project,6,Custom Object Detection with YOLOv8,240,,,✓,,,,,Submit Activity - Lesson 6,https://forms.gle/ynKFsTNGwHV4dp2s9,Project 06- Custom Object Detection with YOLOv8.mdx,/paid-courses/ai-2/project/6,"custom, object, detection, with, yolov8",3
AI-2,"Artificial Intelligence, Machine Learning & Computer Vision",Project,7,System Design Proposal - Final Project Guidelines,240,✓,,✓,Exit Ticket 8: Clustering,https://forms.gle/1bXTcweZqZE15Hop9,,,Submit Activity - Lesson 7,https://forms.gle/41FuJRxs8kg8o8c27,Project 07- Final Project.mdx,/paid-courses/ai-2/project/7,"system, design, proposal, final, project, guidelines",3
AI-3,Application of Generative AI,Lesson,1,Introduction to Generative AI & Core Concepts,90,✓,,✓,Exit Ticket 1: Introduction to Generative AI and Core Concepts,https://docs.google.com/forms/d/e/1FAIpQLSezfBZrMIvnnOvuJjg-XwghwUiBz8Ww0KYteRdYlqx18qXhng/viewform?usp=sharing&ouid=115871774100818920140,,,Submit Activity - Lesson 1,https://forms.gle/4EPKZtkvDimWngs99,Concept 01- Introduction to Generative AI & Core Concepts.mdx,/paid-courses/ai-3/lesson/1,"introduction, generative, core, concepts",3
AI-3,Application of Generative AI,Lesson,2,"Data, Training & Bias in AI",90,✓,,✓,Exit Ticket 2: Data,https://docs.google.com/forms/d/e/1FAIpQLSd-DwUdZuSa5VzX9M8MXXEPXUnH7YRm3jBASemAUWmIlG1yCg/viewform?usp=sharing&ouid=115871774100818920140,,,Submit Activity - Lesson 2,https://forms.gle/JNviLPHvZbXGBEVj6,"Concept 02- Data, Training & Bias in AI.mdx",/paid-courses/ai-3/lesson/2,"data,, training, bias",3
AI-3,Application of Generative AI,Lesson,3,Word Representations – Embeddings & Neural Networks,90,✓,,✓,Exit Ticket 3: Word Representations – Embeddings and Neural Networks,https://forms.gle/8RasZWWw5r9JF1Uj9,,,Submit Activity - Lesson 3,https://forms.gle/ckR4NbNbZ2pXGkFx5,Concept 03- Word Representations – Embeddings & Neural Networks.mdx,/paid-courses/ai-3/lesson/3,"word, representations, embeddings, neural, networks",3
AI-3,Application of Generative AI,Lesson,4,Advanced Model Mechanisms: Attention & Output Generation,90,✓,,✓,Exit Ticket 4: Advanced Model Mechanisms: Attention and Output Generation,https://docs.google.com/forms/d/e/1FAIpQLSdT1asW-ORTJfcdfmsRjBTwq_T2Ilw4zOhWY_7Bdt2yW0qxMw/viewform?usp=sharing&ouid=115871774100818920140,,,Submit Activity - Lesson 4,https://forms.gle/qZvPWaKp2GUwDsFn8,Concept 04- Advanced Model Mechanisms- Attention & Output Generation.mdx,/paid-courses/ai-3/lesson/4,"advanced, model, mechanisms:, attention, output, generation",3
AI-3,Application of Generative AI,Lesson,5,Interaction with Language Models & Prompt Engineering,90,✓,,,Exit Ticket 5: Interacting with Language Models and Prompt Engineering,https://docs.google.com/forms/d/e/1FAIpQLSfAom_dr3Axw9PqF9NO_hhPEPRcUUW0MSooBpoIil8_55AQPA/viewform?usp=sharing&ouid=115871774100818920140,,,,,Concept 05- Interaction with Language Models & Prompt Engineering.mdx,/paid-courses/ai-3/lesson/5,"interaction, with, language, models, prompt, engineering",2
AI-3,Application of Generative AI,Lesson,6,Advanced Prompt Strategies & Retrieval Techniques,90,,,✓,,,,,Submit Activity - Lesson 6,https://forms.gle/ZvWcfnhRCSco3Wgd7,Concept 06- Advanced Prompt Strategies & Retrieval Technique.mdx,/paid-courses/ai-3/lesson/6,"advanced, prompt, strategies, retrieval, techniques",3
AI-3,Application of Generative AI,Lesson,7,Evaluation Models: Model Cards & Fine-Tuning,90,✓,,,Exit Ticket 6: Advanced Prompt Strategies and Retrieval Techniques,https://docs.google.com/forms/d/e/1FAIpQLSe6UCE-WpiTHcOVPNDlb1j_5IWZft9ALQlW4zw2n6PB1QK0AA/viewform?usp=sharing&ouid=115871774100818920140,,,,,Concept 07- Evaluation Models - Model Cards & Fine-Tuning.mdx,/paid-courses/ai-3/lesson/7,"evaluation, models:, model, cards, fine-tuning",2
AI-3,Application of Generative AI,Lesson,8,Understanding Trae IDE and AI-Assisted Coding,90,✓,,✓,Exit Ticket 7: Evaluating Models: Model Cards and Fine-Tuning,https://docs.google.com/forms/d/e/1FAIpQLSdDAJcRnyZloa4W_Q4mtMqFDq7pTtT0rbm7j36Bgy34mURLWQ/viewform?usp=sharing&ouid=115871774100818920140,,,Submit Activity - Lesson 8,https://forms.gle/AmrMfWw2dfcddqhs9,Concept 08- AI Coding with IDE.mdx,/paid-courses/ai-3/lesson/8,"understanding, trae, ai-assisted, coding",3
AI-3,Application of Generative AI,Lesson,9,Understanding GitHub and Version Control,90,✓,✓,✓,Exit Ticket 8: Quiz 1,https://forms.gle/FC4udvUZxgnEYejX8,Quiz 1 Assessment Form,https://docs.google.com/forms/d/e/1FAIpQLSeQiHpa1f4gu8WOvMJKGe1Z4iRLllvdxME8gXwaGAC3709jCw/viewform?usp=sharing&ouid=115871774100818920140,Submit Activity - Lesson 9,https://forms.gle/R6TFfr2DhnQ67NBm6,Concept 09- Vibe Coding with Github.mdx,/paid-courses/ai-3/lesson/9,"understanding, github, version, control",4
AI-3,Application of Generative AI,Activity,1,Introduction to Generative AI & Core Concepts - Activity,60,✓,,✓,Exit Ticket 1: Introduction to Generative AI and Core Concepts,https://docs.google.com/forms/d/e/1FAIpQLSezfBZrMIvnnOvuJjg-XwghwUiBz8Ww0KYteRdYlqx18qXhng/viewform?usp=sharing&ouid=115871774100818920140,,,Submit Activity - Lesson 1,https://forms.gle/4EPKZtkvDimWngs99,Concept 01- Introduction to Generative AI & Core Concepts.mdx,/paid-courses/ai-3/activity/1,"introduction, generative, core, concepts, activity",3
AI-3,Application of Generative AI,Activity,2,"Worksheet: Data, Training & Bias in AI",60,✓,,✓,Exit Ticket 2: Data,https://docs.google.com/forms/d/e/1FAIpQLSd-DwUdZuSa5VzX9M8MXXEPXUnH7YRm3jBASemAUWmIlG1yCg/viewform?usp=sharing&ouid=115871774100818920140,,,Submit Activity - Lesson 2,https://forms.gle/JNviLPHvZbXGBEVj6,"Concept 02- Data, Training & Bias in AI.mdx",/paid-courses/ai-3/activity/2,"worksheet:, data,, training, bias",3
AI-3,Application of Generative AI,Activity,3,Worksheet: Word Representations - Embeddings & Neural Networks,60,✓,,✓,Exit Ticket 3: Word Representations – Embeddings and Neural Networks,https://forms.gle/8RasZWWw5r9JF1Uj9,,,Submit Activity - Lesson 3,https://forms.gle/ckR4NbNbZ2pXGkFx5,Concept 03- Word Representations – Embeddings & Neural Networks.mdx,/paid-courses/ai-3/activity/3,"worksheet:, word, representations, embeddings, neural, networks",3
AI-3,Application of Generative AI,Activity,4,Advanced Model Mechanisms: Attention & Output Generation,60,✓,,✓,Exit Ticket 4: Advanced Model Mechanisms: Attention and Output Generation,https://docs.google.com/forms/d/e/1FAIpQLSdT1asW-ORTJfcdfmsRjBTwq_T2Ilw4zOhWY_7Bdt2yW0qxMw/viewform?usp=sharing&ouid=115871774100818920140,,,Submit Activity - Lesson 4,https://forms.gle/qZvPWaKp2GUwDsFn8,Concept 04- Advanced Model Mechanisms- Attention & Output Generation.mdx,/paid-courses/ai-3/activity/4,"advanced, model, mechanisms:, attention, output, generation",3
AI-3,Application of Generative AI,Activity,5,Worksheet,60,✓,,,Exit Ticket 5: Interacting with Language Models and Prompt Engineering,https://docs.google.com/forms/d/e/1FAIpQLSfAom_dr3Axw9PqF9NO_hhPEPRcUUW0MSooBpoIil8_55AQPA/viewform?usp=sharing&ouid=115871774100818920140,,,,,Concept 05- Interaction with Language Models & Prompt Engineering.mdx,/paid-courses/ai-3/activity/5,worksheet,2
AI-3,Application of Generative AI,Activity,6,Advanced Prompt Strategies & Retrieval Technique Activities,60,,,✓,,,,,Submit Activity - Lesson 6,https://forms.gle/ZvWcfnhRCSco3Wgd7,Concept 06- Advanced Prompt Strategies & Retrieval Technique.mdx,/paid-courses/ai-3/activity/6,"advanced, prompt, strategies, retrieval, technique, activities",3
AI-3,Application of Generative AI,Activity,7,📝 Evaluating Models - Model Cards & Fine-Tuning Worksheet,60,✓,,,Exit Ticket 6: Advanced Prompt Strategies and Retrieval Techniques,https://docs.google.com/forms/d/e/1FAIpQLSe6UCE-WpiTHcOVPNDlb1j_5IWZft9ALQlW4zw2n6PB1QK0AA/viewform?usp=sharing&ouid=115871774100818920140,,,,,Concept 07- Evaluation Models - Model Cards & Fine-Tuning.mdx,/paid-courses/ai-3/activity/7,"evaluating, models, model, cards, fine-tuning, worksheet",2
AI-3,Application of Generative AI,Activity,8,My Profile with Trae and AI,60,✓,,✓,Exit Ticket 7: Evaluating Models: Model Cards and Fine-Tuning,https://docs.google.com/forms/d/e/1FAIpQLSdDAJcRnyZloa4W_Q4mtMqFDq7pTtT0rbm7j36Bgy34mURLWQ/viewform?usp=sharing&ouid=115871774100818920140,,,Submit Activity - Lesson 8,https://forms.gle/AmrMfWw2dfcddqhs9,Concept 08- AI Coding with IDE.mdx,/paid-courses/ai-3/activity/8,"profile, with, trae",3
AI-3,Application of Generative AI,Activity,9,Concept 9: Vibe Coding with GitHub - Kahoot Challenge,60,✓,✓,✓,Exit Ticket 8: Quiz 1,https://forms.gle/FC4udvUZxgnEYejX8,Quiz 1 Assessment Form,https://docs.google.com/forms/d/e/1FAIpQLSeQiHpa1f4gu8WOvMJKGe1Z4iRLllvdxME8gXwaGAC3709jCw/viewform?usp=sharing&ouid=115871774100818920140,Submit Activity - Lesson 9,https://forms.gle/R6TFfr2DhnQ67NBm6,Concept 09- Vibe Coding with Github.mdx,/paid-courses/ai-3/activity/9,"concept, vibe, coding, with, github, kahoot, challenge",4
AI-3,Application of Generative AI,Project,1,Project 1: Hugging Face Project,240,✓,,✓,Exit Ticket 1: Introduction to Generative AI and Core Concepts,https://docs.google.com/forms/d/e/1FAIpQLSezfBZrMIvnnOvuJjg-XwghwUiBz8Ww0KYteRdYlqx18qXhng/viewform?usp=sharing&ouid=115871774100818920140,,,Submit Activity - Lesson 1,https://forms.gle/4EPKZtkvDimWngs99,Project 01- Hugging Face.mdx,/paid-courses/ai-3/project/1,"project, hugging, face, api",3
AI-3,Application of Generative AI,Project,2,Project 02- Spelling Bee Website 🐝,240,✓,,✓,Exit Ticket 2: Data,https://docs.google.com/forms/d/e/1FAIpQLSd-DwUdZuSa5VzX9M8MXXEPXUnH7YRm3jBASemAUWmIlG1yCg/viewform?usp=sharing&ouid=115871774100818920140,,,Submit Activity - Lesson 2,https://forms.gle/JNviLPHvZbXGBEVj6,Project 02- Spelling Bee.mdx,/paid-courses/ai-3/project/2,"project, spelling, website, api",3
AI-3,Application of Generative AI,Project,3,Project 03- Smart Farm Assistant 🌱,240,✓,,✓,Exit Ticket 3: Word Representations – Embeddings and Neural Networks,https://forms.gle/8RasZWWw5r9JF1Uj9,,,Submit Activity - Lesson 3,https://forms.gle/ckR4NbNbZ2pXGkFx5,Project 03- Smart Farm Assistant.mdx,/paid-courses/ai-3/project/3,"project, smart, farm, assistant, api",3
AI-3,Application of Generative AI,Project,4,AI-3 Project 4: Free Creative Project with GitHub,240,✓,,✓,Exit Ticket 4: Advanced Model Mechanisms: Attention and Output Generation,https://docs.google.com/forms/d/e/1FAIpQLSdT1asW-ORTJfcdfmsRjBTwq_T2Ilw4zOhWY_7Bdt2yW0qxMw/viewform?usp=sharing&ouid=115871774100818920140,,,Submit Activity - Lesson 4,https://forms.gle/qZvPWaKp2GUwDsFn8,Project 04- Final Project Creative Project.mdx,/paid-courses/ai-3/project/4,"ai-3, project, free, creative, with, github",3
BBD,Block-based Design with Figma,Lesson,1,🎨 Welcome to Your Design Adventure!,90,,,,,,,,,,Concept 01- Introduction to UI-UX Design.mdx,/paid-courses/bbd/lesson/1,"welcome, your, design, adventure!",
BBD,Block-based Design with Figma,Lesson,2,🎨 Welcome to Your Color Magic Adventure!,90,,,,,,,,,,Concept 02- Design Principles Part 1 Color Theory.mdx,/paid-courses/bbd/lesson/2,"welcome, your, color, magic, adventure!",
BBD,Block-based Design with Figma,Lesson,3,🎨 Welcome to Your Font Adventure!,90,,,,,,,,,,Concept 03- Design Principles Part 2 Typography.mdx,/paid-courses/bbd/lesson/3,"welcome, your, font, adventure!",
BBD,Block-based Design with Figma,Lesson,4,🎨 Welcome to Your Layout Building Adventure!,90,,,,,,,,,,Concept 04- Design Principles Part 3 Layout and Composition.mdx,/paid-courses/bbd/lesson/4,"welcome, your, layout, building, adventure!",
BBD,Block-based Design with Figma,Lesson,5,🎨 Welcome to Your Brand Building Adventure!,90,,,,,,,,,,Concept 05- Creating Your Own Brand Guideline.mdx,/paid-courses/bbd/lesson/5,"welcome, your, brand, building, adventure!",
BBD,Block-based Design with Figma,Lesson,6,UI/UX Case Studies,90,,,,,,,,,,Concept 06- UI-UX Case Studies.mdx,/paid-courses/bbd/lesson/6,"ui/ux, case, studies",
BBD,Block-based Design with Figma,Lesson,7,Material Design,90,,,,,,,,,,Concept 07- Material Design.mdx,/paid-courses/bbd/lesson/7,"material, design",
BBD,Block-based Design with Figma,Lesson,8,User Flow and Wireframe Development,90,,,,,,,,,,Concept 08- User Flow and Wireframe Development.mdx,/paid-courses/bbd/lesson/8,"user, flow, wireframe, development",
BBD,Block-based Design with Figma,Lesson,9,Mobile App Design Principles,90,,,,,,,,,,Concept 09- Mobile App Design Principles.mdx,/paid-courses/bbd/lesson/9,"mobile, design, principles",
BBD,Block-based Design with Figma,Lesson,10,Mobile App Screen Design,90,,,,,,,,,,Concept 10- Designing Mobile App Screens.mdx,/paid-courses/bbd/lesson/10,"mobile, screen, design",
BBD,Block-based Design with Figma,Lesson,11,🌐 Web Magic! - Web App Design Principles,90,,,,,,,,,,Concept 11- Web App Design Principles.mdx,/paid-courses/bbd/lesson/11,"magic!, design, principles",
BBD,Block-based Design with Figma,Lesson,12,🌐 Web Magic! - Web App Screen Designing,90,,,,,,,,,,Concept 12- Designing Web App Screens.mdx,/paid-courses/bbd/lesson/12,"magic!, screen, designing",
BBD,Block-based Design with Figma,Lesson,13,🤖 Future Tech Adventure! - Introduction to AI-First Applications,90,,,,,,,,,,Concept 13- Introduction to AI-First Applications.mdx,/paid-courses/bbd/lesson/13,"future, tech, adventure!, introduction, ai-first, applications",
BBD,Block-based Design with Figma,Lesson,14,🤖 Future Tech Adventure! - AI Application Interfaces,90,,,,,,,,,,Concept 14- AI Application Interfaces.mdx,/paid-courses/bbd/lesson/14,"future, tech, adventure!, application, interfaces",
BBD,Block-based Design with Figma,Activity,1,Concept 01- Introduction to UI-UX Design,60,,,,,,,,,,Concept 01- Introduction to UI-UX Design.mdx,/paid-courses/bbd/activity/1,"concept, introduction, ui-ux, design",
BBD,Block-based Design with Figma,Activity,2,Concept 02- Design Principles Part 1 Color Theory,60,,,,,,,,,,Concept 02- Design Principles Part 1 Color Theory.mdx,/paid-courses/bbd/activity/2,"concept, design, principles, part, color, theory",
BBD,Block-based Design with Figma,Activity,3,Concept 03- Design Principles Part 2 Typography,60,,,,,,,,,,Concept 03- Design Principles Part 2 Typography.mdx,/paid-courses/bbd/activity/3,"concept, design, principles, part, typography",
BBD,Block-based Design with Figma,Activity,4,Concept 04- Design Principles Part 3 Layout and Composition,60,,,,,,,,,,Concept 04- Design Principles Part 3 Layout and Composition.mdx,/paid-courses/bbd/activity/4,"concept, design, principles, part, layout, composition",
BBD,Block-based Design with Figma,Activity,5,Concept 05- Creating Your Own Brand Guideline,60,,,,,,,,,,Concept 05- Creating Your Own Brand Guideline.mdx,/paid-courses/bbd/activity/5,"concept, creating, your, brand, guideline",
BBD,Block-based Design with Figma,Activity,6,Concept 06- UI-UX Case Studies,60,,,,,,,,,,Concept 06- UI-UX Case Studies.mdx,/paid-courses/bbd/activity/6,"concept, ui-ux, case, studies",
BBD,Block-based Design with Figma,Activity,7,Concept 07- Material Design,60,,,,,,,,,,Concept 07- Material Design.mdx,/paid-courses/bbd/activity/7,"concept, material, design",
BBD,Block-based Design with Figma,Activity,8,Concept 08- User Flow and Wireframe Development,60,,,,,,,,,,Concept 08- User Flow and Wireframe Development.mdx,/paid-courses/bbd/activity/8,"concept, user, flow, wireframe, development",
BBD,Block-based Design with Figma,Activity,9,Concept 09- Mobile App Design Principles,60,,,,,,,,,,Concept 09- Mobile App Design Principles.mdx,/paid-courses/bbd/activity/9,"concept, mobile, design, principles",
BBD,Block-based Design with Figma,Activity,10,Concept 10- Designing Mobile App Screens,60,,,,,,,,,,Concept 10- Designing Mobile App Screens.mdx,/paid-courses/bbd/activity/10,"concept, designing, mobile, screens",
BBD,Block-based Design with Figma,Activity,11,Concept 11- Web App Design Principles,60,,,,,,,,,,Concept 11- Web App Design Principles.mdx,/paid-courses/bbd/activity/11,"concept, design, principles",
BBD,Block-based Design with Figma,Activity,12,Concept 12- Designing Web App Screens,60,,,,,,,,,,Concept 12- Designing Web App Screens.mdx,/paid-courses/bbd/activity/12,"concept, designing, screens",
BBD,Block-based Design with Figma,Activity,13,Concept 13- Introduction to AI-First Applications,60,,,,,,,,,,Concept 13- Introduction to AI-First Applications.mdx,/paid-courses/bbd/activity/13,"concept, introduction, ai-first, applications",
BBD,Block-based Design with Figma,Activity,14,Concept 14- AI Application Interfaces,60,,,,,,,,,,Concept 14- AI Application Interfaces.mdx,/paid-courses/bbd/activity/14,"concept, application, interfaces",
BBD,Block-based Design with Figma,Project,1,📚 Your First Design Case Study Adventure!,90,,,,,,,,,,Project 01- Project Documentation.mdx,/paid-courses/bbd/project/1,"your, first, design, case, study, adventure!",
BBD,Block-based Design with Figma,Project,2,📱 Create Your Dream App!,90,,,,,,,,,,Project 02- Designing Mobile App Screens.mdx,/paid-courses/bbd/project/2,"create, your, dream, app!",
BBD,Block-based Design with Figma,Project,3,💻 Build an Amazing Website!,90,,,,,,,,,,Project 03- Designing Web App Screens.mdx,/paid-courses/bbd/project/3,"build, amazing, website!",
BBD,Block-based Design with Figma,Project,4,🌟 Design Showcase Spectacular!,90,,,,,,,,,,Project 04- Final Project.mdx,/paid-courses/bbd/project/4,"design, showcase, spectacular!",
BBP,Block-based Python Programming,Lesson,1,BBP Lesson 1: Introduction to EduBlocks and Basic Programming,90,✓,,✓,Exit Ticket 1: Introduction to Block-Based Python,https://forms.gle/4b4DggNMBy6cj37y7,,,Submit Activity - Lesson 1,https://forms.gle/hV1Y1HKSQtNuZ2pe9,Concept 01- Introduction to Block-based Python.mdx,/paid-courses/bbp/lesson/1,"lesson, introduction, edublocks, basic, programming",4
BBP,Block-based Python Programming,Lesson,2,BBP Lesson 2: Variables and Data Types,90,✓,,✓,Exit Ticket 2: Variables,https://forms.gle/BucuuXnit2DCJCWn6,,,Submit Activity - Lesson 2,https://forms.gle/hV1Y1HKSQtNuZ2pe9,Concept 02- Variables.mdx,/paid-courses/bbp/lesson/2,"lesson, variables, data, types",4
BBP,Block-based Python Programming,Lesson,3,BBP Lesson 3: Operators and Calculations,90,✓,,✓,Exit Ticket 3: Operators,https://forms.gle/aNhJYZmucxN8CiLM8,,,Submit Activity - Lesson 3,https://forms.gle/hV1Y1HKSQtNuZ2pe9,Concept 03- Operators.mdx,/paid-courses/bbp/lesson/3,"lesson, operators, calculations",3
BBP,Block-based Python Programming,Lesson,4,BBP Lesson 4: Conditionals and Decision Making,90,✓,,✓,Exit Ticket 4: Conditionals,https://forms.gle/2wnFEQ1o9cs9JPpg6,,,Submit Activity - Lesson 4,https://forms.gle/hV1Y1HKSQtNuZ2pe9,Concept 04- Conditionals.mdx,/paid-courses/bbp/lesson/4,"lesson, conditionals, decision, making",3
BBP,Block-based Python Programming,Lesson,5,BBP Lesson 5: Lists,90,✓,,✓,Exit Ticket 5: Lists,https://forms.gle/h3cn6SaSqqSFAv9j9,,,Submit Activity - Lesson 5,https://forms.gle/hV1Y1HKSQtNuZ2pe9,Concept 05- Lists.mdx,/paid-courses/bbp/lesson/5,"lesson, lists",3
BBP,Block-based Python Programming,Lesson,6,BBP Lesson 6: Python Random Module,90,✓,,✓,Exit Ticket 6: Python Random Module,https://forms.gle/J8FxHUmft77nti8h8,,,Submit Activity - Lesson 6,https://forms.gle/hV1Y1HKSQtNuZ2pe9,Concept 06- Python Random Module.mdx,/paid-courses/bbp/lesson/6,"lesson, python, random, module",3
BBP,Block-based Python Programming,Lesson,7,BBP Lesson 7: Functions 🎯,90,,,✓,,,,,Submit Activity - Lesson 7,https://forms.gle/hV1Y1HKSQtNuZ2pe9,Concept 07- Functions.mdx,/paid-courses/bbp/lesson/7,"lesson, functions",2
BBP,Block-based Python Programming,Lesson,8,BBP Lesson 8: Functions Extra,90,,✓,,,,Quiz 1 Assessment Form,https://forms.gle/UNj9ABY99f8Rmffs6,,,Concept 08- Functions Extra.mdx,/paid-courses/bbp/lesson/8,"lesson, functions, extra",2
BBP,Block-based Python Programming,Lesson,9,BBP Lesson 9: Python Turtle Graphics Library 🐢,90,✓,,✓,Exit Ticket 7: Functions,https://forms.gle/ZQRZFoqAGVmPcy9cA,,,Submit Activity - Lesson 9,https://forms.gle/hV1Y1HKSQtNuZ2pe9,Concept 09- Python Turtle Graphics Library.mdx,/paid-courses/bbp/lesson/9,"lesson, python, turtle, graphics, library",3
BBP,Block-based Python Programming,Lesson,10,BBP Lesson 10: Loops,90,✓,,✓,Exit Ticket 8: Functions (Extra),https://forms.gle/GSmqaXbg1yXY5mxD8,,,Submit Activity - Lesson 10,https://forms.gle/hV1Y1HKSQtNuZ2pe9,Concept 10- Loops.mdx,/paid-courses/bbp/lesson/10,"lesson, loops",3
BBP,Block-based Python Programming,Lesson,11,BBP Lesson 11: Interactive Data Visualization with Pygal,90,✓,,✓,Exit Ticket 9: Python Turtle Graphics Library,https://forms.gle/8wfLcvBibMXUjYrTA,,,Submit Activity - Lesson 11,https://forms.gle/hV1Y1HKSQtNuZ2pe9,Concept 11- Interactive Data Visualization with Pygal.mdx,/paid-courses/bbp/lesson/11,"lesson, interactive, data, visualization, with, pygal",3
BBP,Block-based Python Programming,Lesson,12,BBP Lesson 12: Python Math Module 🧮,90,✓,,✓,Exit Ticket 10: Loops,https://forms.gle/cUQPHNwNXRg9tkyx9,,,Submit Activity - Lesson 12,https://forms.gle/hV1Y1HKSQtNuZ2pe9,Concept 12- Python Math Module.mdx,/paid-courses/bbp/lesson/12,"lesson, python, math, module",3
BBP,Block-based Python Programming,Activity,1,Python ASCII Art Creation 🎨,60,✓,,✓,Exit Ticket 1: Introduction to Block-Based Python,https://forms.gle/4b4DggNMBy6cj37y7,,,Submit Activity - Lesson 1,https://forms.gle/hV1Y1HKSQtNuZ2pe9,Concept 01- Introduction to Block-based Python.mdx,/paid-courses/bbp/activity/1,"python, ascii, creation",4
BBP,Block-based Python Programming,Activity,2,BBP Activity 2: Python Variables Exercises,60,✓,,✓,Exit Ticket 2: Variables,https://forms.gle/BucuuXnit2DCJCWn6,,,Submit Activity - Lesson 2,https://forms.gle/hV1Y1HKSQtNuZ2pe9,Concept 02- Variables.mdx,/paid-courses/bbp/activity/2,"activity, python, variables, exercises",4
BBP,Block-based Python Programming,Activity,3,BBP Activity 3: Python Operators Exercises,60,✓,,✓,Exit Ticket 3: Operators,https://forms.gle/aNhJYZmucxN8CiLM8,,,Submit Activity - Lesson 3,https://forms.gle/hV1Y1HKSQtNuZ2pe9,Concept 03- Operators.mdx,/paid-courses/bbp/activity/3,"activity, python, operators, exercises",3
BBP,Block-based Python Programming,Activity,4,BBP Activity 4: Roller Coaster Queue System,60,✓,,✓,Exit Ticket 4: Conditionals,https://forms.gle/2wnFEQ1o9cs9JPpg6,,,Submit Activity - Lesson 4,https://forms.gle/hV1Y1HKSQtNuZ2pe9,Concept 04- Conditionals.mdx,/paid-courses/bbp/activity/4,"activity, roller, coaster, queue, system",3
BBP,Block-based Python Programming,Activity,5,BBP Activity 5: Python Lists Exercises,60,✓,,✓,Exit Ticket 5: Lists,https://forms.gle/h3cn6SaSqqSFAv9j9,,,Submit Activity - Lesson 5,https://forms.gle/hV1Y1HKSQtNuZ2pe9,Concept 05- Lists.mdx,/paid-courses/bbp/activity/5,"activity, python, lists, exercises",3
BBP,Block-based Python Programming,Activity,6,BBP Activity 6: Rock Paper Scissors Game,60,✓,,✓,Exit Ticket 6: Python Random Module,https://forms.gle/J8FxHUmft77nti8h8,,,Submit Activity - Lesson 6,https://forms.gle/hV1Y1HKSQtNuZ2pe9,Concept 06- Python Random Module.mdx,/paid-courses/bbp/activity/6,"activity, rock, paper, scissors, game",3
BBP,Block-based Python Programming,Activity,7,BBP Activity 7: Python Function Exercises,60,,,✓,,,,,Submit Activity - Lesson 7,https://forms.gle/hV1Y1HKSQtNuZ2pe9,Concept 07- Functions.mdx,/paid-courses/bbp/activity/7,"activity, python, function, exercises",2
BBP,Block-based Python Programming,Activity,8,BBP Activity 8: Python Extra Function Exercises,60,,✓,,,,Quiz 1 Assessment Form,https://forms.gle/UNj9ABY99f8Rmffs6,,,Concept 08- Functions Extra.mdx,/paid-courses/bbp/activity/8,"activity, python, extra, function, exercises",2
BBP,Block-based Python Programming,Activity,9,BBP Activity 9: Pattern Shapes with Turtle Graphics,60,✓,,✓,Exit Ticket 7: Functions,https://forms.gle/ZQRZFoqAGVmPcy9cA,,,Submit Activity - Lesson 9,https://forms.gle/hV1Y1HKSQtNuZ2pe9,Concept 09- Python Turtle Graphics Library.mdx,/paid-courses/bbp/activity/9,"activity, pattern, shapes, with, turtle, graphics",3
BBP,Block-based Python Programming,Activity,10,BBP Activity 10: Python Loops Exercises,60,✓,,✓,Exit Ticket 8: Functions (Extra),https://forms.gle/GSmqaXbg1yXY5mxD8,,,Submit Activity - Lesson 10,https://forms.gle/hV1Y1HKSQtNuZ2pe9,Concept 10- Loops.mdx,/paid-courses/bbp/activity/10,"activity, python, loops, exercises",3
